client_id,pred
a9a604ed6e,0.5117877744636686
ebd7360016,0.5307304354690051
908cd9b8e8,0.5117877744636686
dceb8ce861,0.5117877744636686
f4f0ac6b06,0.5289872433215196
5047ab8574,0.5269444473564441
e3574a0076,0.507941226656214
4789764e7d,0.5201802370907106
7e66529579,0.5201802370907106
5f9a02e6a5,0.5108542632546615
81486dfd30,0.5108542632546615
6a73b7e876,0.5108542632546615
2c1ea1e175,0.5098734276114278
c06b0ec579,0.5201802370907106
2c90382a10,0.5135878666972502
1b8dcbe705,0.5278756305194293
2a442c78d3,0.507941226656214
d8f5bd239b,0.5211126345722571
8b2f33dbce,0.5061403317228707
bc00f6ce43,0.5061403317228707
7fb675d24c,0.5278756305194293
a437d9a84f,0.5061403317228707
faaf16f9d8,0.5211126345722571
54036c60b4,0.5258747844793803
141ed250f6,0.5135878666972502
cefea38c34,0.5211126345722571
7e4445bf16,0.5061403317228707
ebcfacd3d9,0.5115024932770049
62f17a09b9,0.5067887774950897
6fbd9a3f0a,0.5201802370907106
1773d57c9b,0.5061403317228707
e97d442b6d,0.5061403317228707
9debde44c9,0.5117877744636686
5ad905771c,0.5299179925655516
6f20e5019f,0.5289872433215196
f9f6df7616,0.5061403317228707
f8d5f5e1b6,0.5108542632546615
341b6ba030,0.523160077877786
9fa31fef3a,0.5061403317228707
add6e0fb10,0.5061403317228707
f9729e1723,0.5211126345722571
b05c0932ef,0.5061403317228707
dc438afc04,0.5211126345722571
ea25549946,0.5129637380471933
b8239b94b6,0.5108542632546615
a2dce2d4a5,0.5311971618826006
c8bfc4fa31,0.5108542632546615
06c7a382b5,0.5201802370907106
f89aa2b1a7,0.5117877744636686
277cbc28c1,0.5181354098662853
919a592fb8,0.507941226656214
668c6e4f37,0.5108542632546615
aa02e1474e,0.5061403317228707
aba83dcdd0,0.5117877744636686
de48b13ea3,0.5113821327991603
0c80861ccd,0.5117877744636686
492dcd83d3,0.5061403317228707
c0bd59ba6e,0.5108542632546615
8ad2c3b33c,0.5067887774950897
d29e5897b0,0.521759996674414
c6f399ed79,0.5124359480850109
520bb9d251,0.5061403317228707
12241f5f65,0.5067887774950897
4286c8259e,0.5201802370907106
ce92fc65bb,0.5135878666972502
529baa6ef9,0.5211126345722571
693e669d3a,0.521759996674414
78763dc0e9,0.5061403317228707
71218a0c1a,0.5269444473564441
c15dcef9d0,0.5108542632546615
a452033574,0.521759996674414
07f449712d,0.5126545198715479
b92a5020fa,0.5297998675039678
096e3a4571,0.5061403317228707
4c8e765644,0.5258747844793803
fa422ab5bf,0.5108542632546615
d247f58464,0.5108542632546615
3c78371c6f,0.507941226656214
06ec432120,0.5201802370907106
db517e6b40,0.5273332400598405
3f5fdf21cd,0.5124359480850109
6988b3b2e4,0.5152739632286727
8efe9567ca,0.5170841603401244
b7caa4bfc4,0.5061403317228707
07521b2048,0.5211126345722571
